source_file,source_sheet,source_row,status,reason
F1,Top Insurers and Brokers,46,ingested,
F1,Top Insurers and Brokers,47,ingested,
F1,Top Insurers and Brokers,48,ingested,
F1,Top Insurers and Brokers,49,ingested,
F1,Top Insurers and Brokers,50,ingested,
F1,Top Insurers and Brokers,51,ingested,
F1,Top Insurers and Brokers,52,ingested,
F1,Top Insurers and Brokers,53,ingested,
F1,Top Insurers and Brokers,54,ingested,
F1,Top Insurers and Brokers,55,ingested,
F1,Top Insurers and Brokers,56,ingested,
F1,Top Insurers and Brokers,57,ingested,
F1,Top Insurers and Brokers,58,ingested,
F1,Top Insurers and Brokers,59,ingested,
F1,Top Insurers and Brokers,60,ingested,
F1,Top Insurers and Brokers,61,ingested,
F1,Top Insurers and Brokers,62,ingested,
F1,Top Insurers and Brokers,63,ingested,
F1,Top Insurers and Brokers,64,ingested,
F1,Top Insurers and Brokers,65,ingested,
F1,Top Insurers and Brokers,66,ingested,
F1,Top Insurers and Brokers,67,ingested,
F1,Top Insurers and Brokers,68,ingested,
F1,Top Insurers and Brokers,69,ingested,
F1,Top Insurers and Brokers,70,ingested,
F1,Top Insurers and Brokers,71,ingested,
F1,Top Insurers and Brokers,72,ingested,
F1,Top Insurers and Brokers,73,ingested,
F1,Top Insurers and Brokers,74,ingested,
F1,Top Insurers and Brokers,75,ingested,
F1,Top Insurers and Brokers,76,ingested,
F1,Top Insurers and Brokers,77,ingested,
F1,Top Insurers and Brokers,78,ingested,
F1,Top Insurers and Brokers,79,ingested,
F1,Top Insurers and Brokers,80,ingested,
F1,Top Insurers and Brokers,81,ingested,
F1,Top Insurers and Brokers,82,ingested,
F1,Top Insurers and Brokers,83,ingested,
F1,Top Insurers and Brokers,84,ingested,
F1,Top Insurers and Brokers,85,ingested,
F1,Top Insurers and Brokers,86,ingested,
F1,Top Insurers and Brokers,87,ingested,
F1,Top Insurers and Brokers,88,ingested,
F1,Top Insurers and Brokers,89,ingested,
F1,Top Insurers and Brokers,90,ingested,
F1,Top Insurers and Brokers,91,ingested,
F1,Top Insurers and Brokers,92,ingested,
F1,Top Insurers and Brokers,93,ingested,
F1,Top Insurers and Brokers,94,ingested,
F1,Top Insurers and Brokers,95,ingested,
F1,Top Insurers and Brokers,96,ingested,
F1,Top Insurers and Brokers,97,ingested,
F1,Top Insurers and Brokers,98,ingested,
F1,Top Insurers and Brokers,99,ingested,
F1,Top Insurers and Brokers,100,ingested,
F1,Top Insurers and Brokers,101,ingested,
F1,Top Insurers and Brokers,102,ingested,
F1,Top Insurers and Brokers,103,ingested,
F1,Top Insurers and Brokers,104,ingested,
F1,Top Insurers and Brokers,105,ingested,
F1,Top Insurers and Brokers,106,ingested,
F1,Top Insurers and Brokers,107,ingested,
F1,Top Insurers and Brokers,108,ingested,
F1,Top Insurers and Brokers,109,ingested,
F1,Top Insurers and Brokers,110,ingested,
F1,Top Insurers and Brokers,111,ingested,
F1,Top Insurers and Brokers,112,ingested,
F1,Top Insurers and Brokers,113,ingested,
F1,Top Insurers and Brokers,114,ingested,
F1,Top Insurers and Brokers,115,ingested,
F1,Top Insurers and Brokers,116,ingested,
F1,Top Insurers and Brokers,117,ingested,
F1,Top Insurers and Brokers,118,ingested,
F1,Top Insurers and Brokers,119,ingested,
F1,Top Insurers and Brokers,120,ingested,
F1,Top Insurers and Brokers,121,ingested,
F1,Top Insurers and Brokers,122,ingested,
F1,Top Insurers and Brokers,123,ingested,
F1,Top Insurers and Brokers,124,ingested,
F1,Top Insurers and Brokers,125,ingested,
F1,Top Insurers and Brokers,126,ingested,
F1,Top Insurers and Brokers,127,ingested,
F1,Top Insurers and Brokers,128,ingested,
F1,Top Insurers and Brokers,129,ingested,
F1,Top Insurers and Brokers,130,ingested,
F1,Top Insurers and Brokers,131,ingested,
F1,Top Insurers and Brokers,132,ingested,
F1,Top Insurers and Brokers,133,ingested,
F1,Top Insurers and Brokers,134,ingested,
F1,Top Insurers and Brokers,135,ingested,
F1,Top Insurers and Brokers,136,ingested,
F1,Top Insurers and Brokers,137,ingested,
F1,Top Insurers and Brokers,138,ingested,
F1,Top Insurers and Brokers,139,ingested,
F1,Top Insurers and Brokers,140,ingested,
F1,Top Insurers and Brokers,141,ingested,
F1,Top Insurers and Brokers,142,ingested,
F1,Top Insurers and Brokers,143,ingested,
F1,Top Insurers and Brokers,144,ingested,
F1,Top Insurers and Brokers,145,ingested,
F1,Top Insurers and Brokers,146,ingested,
F1,Top Insurers and Brokers,147,ingested,
F1,Top Insurers and Brokers,148,ingested,
F1,Top Insurers and Brokers,149,ingested,
F1,Top Insurers and Brokers,150,ingested,
F1,Top Insurers and Brokers,151,ingested,
F1,Top Insurers and Brokers,152,ingested,
F1,Top Insurers and Brokers,153,ingested,
F1,Top Insurers and Brokers,154,ingested,
F1,Top Insurers and Brokers,155,ingested,
F1,Top Insurers and Brokers,156,ingested,
F1,Top Insurers and Brokers,157,ingested,
F1,Top Insurers and Brokers,158,ingested,
F1,Top Insurers and Brokers,159,ingested,
F1,Top Insurers and Brokers,160,ingested,
F1,Top Insurers and Brokers,161,ingested,
F1,Top Insurers and Brokers,162,ingested,
F1,Top Insurers and Brokers,163,ingested,
F1,Top Insurers and Brokers,164,ingested,
F1,Top Insurers and Brokers,165,ingested,
F1,Top Insurers and Brokers,166,ingested,
F1,Top Insurers and Brokers,167,ingested,
F1,Top Insurers and Brokers,168,ingested,
F1,Top Insurers and Brokers,169,ingested,
F1,Top Insurers and Brokers,170,ingested,
F1,Top Insurers and Brokers,171,ingested,
F1,Top Insurers and Brokers,172,ingested,
F1,Top Insurers and Brokers,173,ingested,
F1,Top Insurers and Brokers,174,ingested,
F1,Top Insurers and Brokers,175,ingested,
F1,Top Insurers and Brokers,176,ingested,
F1,Top Insurers and Brokers,177,ingested,
F1,Top Insurers and Brokers,178,ingested,
F1,Top Insurers and Brokers,179,ingested,
F1,Top Insurers and Brokers,180,ingested,
F1,Top Insurers and Brokers,181,ingested,
F1,Top Insurers and Brokers,182,ingested,
F1,Top Insurers and Brokers,183,ingested,
F1,Top Insurers and Brokers,184,ingested,
F1,Top Insurers and Brokers,185,ingested,
F1,Top Insurers and Brokers,186,ingested,
F1,Top Insurers and Brokers,187,ingested,
F1,Top Insurers and Brokers,188,ingested,
F1,Top Insurers and Brokers,189,ingested,
F1,Top Insurers and Brokers,190,ingested,
F1,Top Insurers and Brokers,191,ingested,
F1,Top Insurers and Brokers,192,ingested,
F1,Top Insurers and Brokers,193,ingested,
F1,Top Insurers and Brokers,194,ingested,
F1,Top Insurers and Brokers,195,ingested,
F1,Top Insurers and Brokers,196,ingested,
F1,Top Insurers and Brokers,197,ingested,
F1,Top Insurers and Brokers,198,ingested,
F1,Top Insurers and Brokers,199,ingested,
F1,Top Insurers and Brokers,200,ingested,
F1,Top Insurers and Brokers,201,ingested,
F1,Top Insurers and Brokers,202,ingested,
F1,Top Insurers and Brokers,203,ingested,
F1,Top Insurers and Brokers,204,ingested,
F1,Top Insurers and Brokers,205,ingested,
F1,Top Insurers and Brokers,206,ingested,
F1,Top Insurers and Brokers,207,ingested,
F1,Top Insurers and Brokers,208,ingested,
F1,Top Insurers and Brokers,209,ingested,
F1,Top Insurers and Brokers,210,ingested,
F1,Top Insurers and Brokers,211,ingested,
F1,Top Insurers and Brokers,212,ingested,
F1,Top Insurers and Brokers,213,ingested,
F1,Top Insurers and Brokers,214,ingested,
F1,Top Insurers and Brokers,215,ingested,
F1,Top Insurers and Brokers,216,ingested,
F1,Top Insurers and Brokers,217,ingested,
F1,Top Insurers and Brokers,218,ingested,
F1,Top Insurers and Brokers,219,ingested,
F1,Top Insurers and Brokers,220,ingested,
F1,Top Insurers and Brokers,221,ingested,
F1,Top Insurers and Brokers,222,ingested,
F1,Top Insurers and Brokers,223,ingested,
F1,Top Insurers and Brokers,224,ingested,
F1,Top Insurers and Brokers,225,ingested,
F1,Top Insurers and Brokers,226,ingested,
F1,Top Insurers and Brokers,227,ingested,
F1,Top Insurers and Brokers,228,ingested,
F1,Top Insurers and Brokers,229,ingested,
F1,Top Insurers and Brokers,230,ingested,
F1,Top Insurers and Brokers,231,ingested,
F1,Sheet3,1,header,row in header rows 1-1
F1,Sheet3,2,ingested,
F1,Sheet3,3,ingested,
F1,Sheet3,4,ingested,
F1,Sheet3,5,ingested,
F1,Sheet3,6,ingested,
F1,Sheet3,7,ingested,
F1,Sheet3,8,ingested,
F1,Sheet3,9,ingested,
F1,Sheet3,10,ingested,
F1,Sheet3,11,ingested,
F1,Sheet3,12,ingested,
F1,Sheet3,13,ingested,
F1,Sheet3,14,ingested,
F1,Sheet3,15,ingested,
F1,Top Clients Shortlist,1,header,row in header rows 1-5
F1,Top Clients Shortlist,2,header,row in header rows 1-5
F1,Top Clients Shortlist,3,header,row in header rows 1-5
F1,Top Clients Shortlist,4,header,row in header rows 1-5
F1,Top Clients Shortlist,5,header,row in header rows 1-5
F1,Top Clients Shortlist,6,ingested,
F1,Top Clients Shortlist,7,ingested,
F1,Top Clients Shortlist,8,ingested,
F1,Top Clients Shortlist,9,ingested,
F1,Top Clients Shortlist,10,ingested,
F1,Top Clients Shortlist,11,ingested,
F1,Top Clients Shortlist,12,ingested,
F1,Top Clients Shortlist,13,ingested,
F1,Top Clients Shortlist,14,ingested,
F1,Top Clients Shortlist,15,ingested,
F1,Top Clients Shortlist,16,ingested,
F1,Top Clients Shortlist,17,ingested,
F1,Top Clients Shortlist,18,ingested,
F1,Top Clients Shortlist,19,ingested,
F1,Top Clients Shortlist,20,ingested,
F1,Top Clients Shortlist,21,ingested,
F1,Top Clients Shortlist,22,ingested,
F1,Top Clients Shortlist,23,ingested,
F1,Top Clients Shortlist,24,ingested,
F1,Top Clients Shortlist,25,ingested,
F1,Top Clients Shortlist,26,ingested,
F1,Top Clients Shortlist,27,ingested,
F1,Top Clients Shortlist,28,ingested,
F1,Top Clients Shortlist,29,ingested,
F1,Top Clients Shortlist,30,ingested,
F1,Top Clients Shortlist,31,ingested,
F1,Top Clients Shortlist,32,ingested,
F1,Top Clients Shortlist,33,ingested,
F1,Competitor Analysis,1,header,row in header rows 1-4
F1,Competitor Analysis,2,header,row in header rows 1-4
F1,Competitor Analysis,3,header,row in header rows 1-4
F1,Competitor Analysis,4,header,row in header rows 1-4
F1,Competitor Analysis,5,ingested,
F1,Competitor Analysis,6,ingested,
F1,Competitor Analysis,7,ingested,
F1,Competitor Analysis,8,ingested,
F1,Competitor Analysis,9,ingested,
F1,Competitor Analysis,10,ingested,
F1,Competitor Analysis,11,ingested,
F1,Competitor Analysis,12,ingested,
F1,Competitor Analysis,13,ingested,
F1,Competitor Analysis,14,ingested,
F1,Competitor Analysis,15,ingested,
F1,Competitor Analysis,16,ingested,
F1,Competitor Analysis,17,ingested,
F1,Competitor Analysis,18,ingested,
F1,Competitor Analysis,19,ingested,
F1,Competitor Analysis,20,ingested,
F1,Competitor Analysis,21,ingested,
F1,Competitor Analysis,22,ingested,
F1,Competitor Analysis,23,ingested,
F1,Competitor Analysis,24,ingested,
F1,Competitor Analysis,25,ingested,
F1,Competitor Analysis,26,ingested,
F1,Competitor Analysis,27,ingested,
F1,Competitor Analysis,28,ingested,
F1,Competitor Analysis,29,ingested,
F1,Competitor Analysis,30,ingested,
F1,Competitor Analysis,31,ingested,
F1,Competitor Analysis,32,ingested,
F1,Competitor Analysis,33,ingested,
F1,Competitor Analysis,34,ingested,
F1,Competitor Analysis,35,ingested,
F1,Competitor Analysis,36,ingested,
F1,Competitor Analysis,37,ingested,
F1,Competitor Analysis,38,ingested,
F1,Competitor Analysis,39,ingested,
F1,Competitor Analysis,40,ingested,
F1,Competitor Analysis,41,ingested,
F1,Competitor Analysis,42,ingested,
F1,Competitor Analysis,43,ingested,
F1,Competitor Analysis,44,ingested,
F1,Competitor Analysis,45,ingested,
F1,Competitor Analysis,46,ingested,
F1,Competitor Analysis,47,ingested,
F1,Competitor Analysis,48,ingested,
F1,Competitor Analysis,49,ingested,
F1,Competitor Analysis,50,ingested,
F1,Competitor Analysis,51,ingested,
F1,Competitor Analysis,52,ingested,
F1,Competitor Analysis,53,ingested,
F1,Competitor Analysis,54,ingested,
F1,Competitor Analysis,55,ingested,
F1,Competitor Analysis,56,ingested,
F1,Competitor Analysis,57,ingested,
F1,Competitor Analysis,58,ingested,
F1,Competitor Analysis,59,ingested,
F1,Competitor Analysis,60,ingested,
F1,Competitor Analysis,61,ingested,
F1,Competitor Analysis,62,ingested,
F1,Competitor Analysis,63,ingested,
F1,Competitor Analysis,64,ingested,
F1,Competitor Analysis,65,ingested,
F1,Competitor Analysis,66,ingested,
F1,Competitor Analysis,67,ingested,
F1,Competitor Analysis,68,ingested,
F1,Competitor Analysis,69,ingested,
F1,Competitor Analysis,70,ingested,
F1,Competitor Analysis,71,ingested,
F1,Competitor Analysis,72,ingested,
F1,Competitor Analysis,73,ingested,
F1,Competitor Analysis,74,ingested,
F1,Competitor Analysis,75,ingested,
F1,Competitor Analysis,76,ingested,
F5,Competitor Analysis,1,header,row in header rows 1-4
F5,Competitor Analysis,2,header,row in header rows 1-4
F5,Competitor Analysis,3,header,row in header rows 1-4
F5,Competitor Analysis,4,header,row in header rows 1-4
F5,Competitor Analysis,5,ingested,
F5,Competitor Analysis,6,ingested,
F5,Competitor Analysis,7,ingested,
F5,Competitor Analysis,8,ingested,
F5,Competitor Analysis,9,ingested,
F5,Competitor Analysis,10,ingested,
F5,Competitor Analysis,11,ingested,
F5,Competitor Analysis,12,ingested,
F5,Competitor Analysis,13,ingested,
F5,Competitor Analysis,14,ingested,
F5,Competitor Analysis,15,ingested,
F5,Competitor Analysis,16,ingested,
F5,Competitor Analysis,17,ingested,
F5,Competitor Analysis,18,ingested,
F5,Competitor Analysis,19,ingested,
F5,Competitor Analysis,20,ingested,
F5,Competitor Analysis,21,ingested,
F5,Competitor Analysis,22,ingested,
F5,Competitor Analysis,23,ingested,
F5,Competitor Analysis,24,ingested,
F5,Competitor Analysis,25,ingested,
F5,Competitor Analysis,26,ingested,
F5,Competitor Analysis,27,ingested,
F5,Competitor Analysis,28,ingested,
F5,Competitor Analysis,29,ingested,
F5,Competitor Analysis,30,ingested,
F5,Competitor Analysis,31,ingested,
F5,Competitor Analysis,32,ingested,
F5,Competitor Analysis,33,ingested,
F5,Competitor Analysis,34,ingested,
F5,Competitor Analysis,35,ingested,
F5,Competitor Analysis,36,ingested,
F5,Competitor Analysis,37,ingested,
F5,Competitor Analysis,38,ingested,
F5,Competitor Analysis,39,ingested,
F5,Competitor Analysis,40,ingested,
F5,Competitor Analysis,41,ingested,
F5,Competitor Analysis,42,ingested,
F5,Competitor Analysis,43,ingested,
F5,Competitor Analysis,44,ingested,
F5,Competitor Analysis,45,ingested,
F5,Competitor Analysis,46,ingested,
F5,Competitor Analysis,47,ingested,
F5,Competitor Analysis,48,ingested,
F5,Competitor Analysis,49,ingested,
F5,Competitor Analysis,50,ingested,
F5,Competitor Analysis,51,ingested,
F5,Competitor Analysis,52,ingested,
F5,Competitor Analysis,53,ingested,
F5,Competitor Analysis,54,ingested,
F5,Competitor Analysis,55,ingested,
F5,Competitor Analysis,56,ingested,
F5,Competitor Analysis,57,ingested,
F5,Competitor Analysis,58,ingested,
F5,Competitor Analysis,59,ingested,
F5,Competitor Analysis,60,ingested,
F5,Competitor Analysis,61,ingested,
F5,Competitor Analysis,62,ingested,
F5,Competitor Analysis,63,ingested,
F5,Competitor Analysis,64,ingested,
F5,Competitor Analysis,65,ingested,
F5,Competitor Analysis,66,ingested,
F5,Competitor Analysis,67,ingested,
F5,Competitor Analysis,68,ingested,
F5,Competitor Analysis,69,ingested,
F5,Competitor Analysis,70,ingested,
F5,Competitor Analysis,71,ingested,
F5,Competitor Analysis,72,ingested,
F5,Competitor Analysis,73,ingested,
F5,Competitor Analysis,74,ingested,
F5,Competitor Analysis,75,ingested,
F5,Competitor Analysis,76,ingested,
F4,P&C Clientwise,1,header,row in header rows 1-2
F4,P&C Clientwise,2,header,row in header rows 1-2
F4,P&C Clientwise,3,ingested,
F4,P&C Clientwise,4,ingested,
F4,P&C Clientwise,5,ingested,
F4,P&C Clientwise,6,ingested,
F4,P&C Clientwise,7,ingested,
F4,P&C Clientwise,8,ingested,
F4,P&C Clientwise,9,ingested,
F4,P&C Clientwise,10,ingested,
F4,P&C Clientwise,11,ingested,
F4,P&C Clientwise,12,ingested,
F4,P&C Clientwise,13,ingested,
F4,P&C Clientwise,14,ingested,
F4,P&C Clientwise,15,ingested,
F4,P&C Clientwise,16,ingested,
F4,P&C Clientwise,17,ingested,
F4,P&C Clientwise,18,ingested,
F4,P&C Clientwise,19,ingested,
F4,P&C Clientwise,20,ingested,
F4,P&C Clientwise,21,ingested,
F4,P&C Clientwise,22,ingested,
F4,P&C Clientwise,23,ingested,
F4,P&C Clientwise,24,ingested,
F4,P&C Clientwise,25,ingested,
F4,P&C Clientwise,26,ingested,
F4,P&C Clientwise,27,ingested,
F4,P&C Clientwise,28,ingested,
F4,P&C Clientwise,29,ingested,
F4,P&C Clientwise,30,ingested,
F4,P&C Clientwise,31,ingested,
F4,P&C Clientwise,32,ingested,
F4,P&C Clientwise,33,ingested,
F4,P&C Clientwise,34,ingested,
F4,P&C Clientwise,35,ingested,
F4,P&C Clientwise,36,ingested,
F4,P&C Clientwise,37,ingested,
F4,P&C Clientwise,38,ingested,
F4,P&C Clientwise,39,ingested,
F4,P&C Clientwise,40,ingested,
F4,P&C Clientwise,41,ingested,
F4,P&C Clientwise,42,ingested,
F4,P&C Clientwise,43,ingested,
F4,P&C Clientwise,44,ingested,
F4,P&C Clientwise,45,ingested,
F4,P&C Clientwise,46,ingested,
F4,P&C Clientwise,47,ingested,
F4,P&C Clientwise,48,ingested,
F4,P&C Clientwise,49,ingested,
F4,P&C Clientwise,50,ingested,
F4,P&C Clientwise,51,ingested,
F4,P&C Clientwise,52,ingested,
F4,P&C Clientwise,53,ingested,
F4,P&C Clientwise,54,ingested,
F4,L&A Clientwise,1,header,row in header rows 1-2
F4,L&A Clientwise,2,header,row in header rows 1-2
F4,L&A Clientwise,3,ingested,
F4,L&A Clientwise,4,ingested,
F4,L&A Clientwise,5,ingested,
F4,L&A Clientwise,6,ingested,
F4,L&A Clientwise,7,ingested,
F4,L&A Clientwise,8,ingested,
F4,L&A Clientwise,9,ingested,
F4,L&A Clientwise,10,ingested,
F4,L&A Clientwise,11,ingested,
F4,L&A Clientwise,12,ingested,
F4,L&A Clientwise,13,ingested,
F4,L&A Clientwise,14,ingested,
F4,L&A Clientwise,15,ingested,
F4,L&A Clientwise,16,ingested,
F4,L&A Clientwise,17,ingested,
F4,L&A Clientwise,18,ingested,
F4,L&A Clientwise,19,ingested,
F4,L&A Clientwise,20,ingested,
F4,L&A Clientwise,21,ingested,
F4,L&A Clientwise,22,ingested,
F4,L&A Clientwise,23,ingested,
F4,L&A Clientwise,24,ingested,
F4,L&A Clientwise,25,ingested,
F4,L&A Clientwise,26,ingested,
F4,L&A Clientwise,27,ingested,
F4,L&A Clientwise,28,ingested,
F4,L&A Clientwise,29,ingested,
F4,L&A Clientwise,30,ingested,
F4,L&A Clientwise,31,ingested,
F4,L&A Clientwise,32,ingested,
F4,L&A Clientwise,33,ingested,
F4,L&A Clientwise,34,ingested,
F4,L&A Clientwise,35,ingested,
F4,L&A Clientwise,36,ingested,
F4,L&A Clientwise,37,ingested,
F4,L&A Clientwise,38,ingested,
F4,L&A Clientwise,39,ingested,
F4,L&A Clientwise,40,ingested,
F4,L&A Clientwise,41,ingested,
F4,L&A Clientwise,42,ingested,
F4,L&A Clientwise,43,ingested,
F4,L&A Clientwise,44,ingested,
F4,L&A Clientwise,45,ingested,
F4,L&A Clientwise,46,ingested,
F4,L&A Clientwise,47,ingested,
F4,L&A Clientwise,48,ingested,
F4,L&A Clientwise,49,ingested,
F4,L&A Clientwise,50,ingested,
F4,L&A Clientwise,51,ingested,
F4,L&A Clientwise,52,ingested,
F4,L&A Clientwise,53,ingested,
F4,L&A Clientwise,54,ingested,
F4,L&A Clientwise,55,ingested,
F4,L&A Clientwise,56,ingested,
F4,L&A Clientwise,57,ingested,
F4,L&A Clientwise,58,ingested,
F4,L&A Clientwise,59,ingested,
F4,L&A Clientwise,60,ingested,
F4,L&A Clientwise,61,ingested,
F1,Buyer Priorities,1,header,row in header rows 1-6
F1,Buyer Priorities,2,header,row in header rows 1-6
F1,Buyer Priorities,3,header,row in header rows 1-6
F1,Buyer Priorities,4,header,row in header rows 1-6
F1,Buyer Priorities,5,header,row in header rows 1-6
F1,Buyer Priorities,6,header,row in header rows 1-6
F1,Buyer Priorities,7,ingested,
F1,Buyer Priorities,8,ingested,
F1,Buyer Priorities,9,ingested,
F1,Buyer Priorities,10,ingested,
F1,Buyer Priorities,11,ingested,
F1,Buyer Priorities,12,ingested,
F1,Buyer Priorities,13,ingested,
F1,Buyer Priorities,14,ingested,
F1,Buyer Priorities,15,ingested,
F1,Buyer Priorities,16,ingested,
F1,Buyer Priorities,17,ingested,
F1,Buyer Priorities,18,ingested,
F1,Buyer Priorities,19,ingested,
F1,Buyer Priorities,20,ingested,
F1,Buyer Priorities,21,ingested,
F1,Buyer Priorities,22,ingested,
F1,Buyer Priorities,23,ingested,
F1,Buyer Priorities,24,ingested,
F1,Buyer Priorities,25,ingested,
F1,Buyer Priorities,26,ingested,
F1,Buyer Priorities,27,ingested,
F1,Buyer Priorities,28,ingested,
F1,Buyer Priorities,29,ingested,
F1,Buyer Priorities,30,ingested,
F1,Buyer Priorities,31,ingested,
F1,Buyer Priorities,32,ingested,
F1,Buyer Priorities,33,ingested,
F1,Buyer Priorities,34,ingested,
F1,Buyer Priorities,35,ingested,
F1,Buyer Priorities,36,ingested,
F1,Buyer Priorities,37,ingested,
F1,Buyer Priorities,38,ingested,
F1,Buyer Priorities,39,ingested,
F1,Buyer Priorities,40,ingested,
F1,Buyer Priorities,41,ingested,
F1,Buyer Priorities,42,ingested,
F1,Buyer Priorities,43,ingested,
F1,Buyer Priorities,44,ingested,
F1,Buyer Priorities,45,ingested,
F1,Buyer Priorities,46,empty,
F1,Buyer Priorities,47,empty,
F1,Buyer Priorities,48,empty,
F1,Buyer Priorities,49,empty,
F1,Buyer Priorities,50,empty,
F1,Buyer Priorities,51,empty,
F1,Buyer Priorities,52,empty,
F1,Buyer Priorities,53,empty,
F1,Buyer Priorities,54,empty,
F1,Buyer Priorities,55,empty,
F1,Buyer Priorities,56,empty,
F1,Buyer Priorities,57,empty,
F1,Buyer Priorities,58,empty,
F1,Buyer Priorities,59,empty,
F1,Buyer Priorities,60,empty,
F1,Buyer Priorities,61,empty,
F1,Buyer Priorities,62,empty,
F1,Buyer Priorities,63,empty,
F1,Buyer Priorities,64,empty,
F1,Buyer Priorities,65,empty,
F1,Buyer Priorities,66,empty,
F1,Buyer Priorities,67,empty,
F1,Buyer Priorities,68,empty,
F1,Buyer Priorities,69,empty,
F1,Buyer Priorities,70,empty,
F1,Buyer Priorities,71,empty,
F1,Buyer Priorities,72,empty,
F1,Buyer Priorities,73,empty,
F1,Buyer Priorities,74,empty,
F1,Buyer Priorities,75,empty,
F1,Buyer Priorities,76,empty,
F1,Buyer Priorities,77,empty,
F1,Buyer Priorities,78,empty,
F1,Buyer Priorities,79,empty,
F1,Buyer Priorities,80,empty,
F1,Buyer Priorities,81,empty,
F1,Buyer Priorities,82,empty,
F1,Buyer Priorities,83,empty,
F1,Buyer Priorities,84,empty,
F1,Buyer Priorities,85,empty,
F1,Buyer Priorities,86,empty,
F1,Buyer Priorities,87,empty,
F1,Buyer Priorities,88,empty,
F1,Buyer Priorities,89,empty,
F1,Buyer Priorities,90,empty,
F1,Buyer Priorities,91,empty,
F1,Buyer Priorities,92,empty,
F1,Buyer Priorities,93,empty,
F1,Buyer Priorities,94,empty,
F1,Buyer Priorities,95,empty,
F1,Buyer Priorities,96,empty,
F1,Buyer Priorities,97,empty,
F1,Buyer Priorities,98,empty,
F1,Buyer Priorities,99,empty,
F1,Buyer Priorities,100,empty,
F1,Buyer Priorities,101,empty,
F1,Buyer Priorities,102,empty,
F1,Buyer Priorities,103,empty,
F1,Buyer Priorities,104,empty,
F1,Buyer Priorities,105,empty,
F1,Buyer Priorities,106,empty,
F1,Buyer Priorities,107,empty,
F1,Buyer Priorities,108,empty,
F1,Buyer Priorities,109,empty,
F4,Competitor wise,1,header,row in header rows 1-1
F4,Competitor wise,2,ingested,
F4,Competitor wise,3,ingested,
F4,Competitor wise,4,ingested,
F4,Competitor wise,5,ingested,
F4,Competitor wise,6,ingested,
F4,Competitor wise,7,ingested,
F4,Competitor wise,8,ingested,
F4,Competitor wise,9,ingested,
F4,Competitor wise,10,ingested,
F4,Competitor wise,11,ingested,
F4,Competitor wise,12,ingested,
F4,Competitor wise,13,ingested,
F4,Competitor wise,14,ingested,
F4,Competitor wise,15,ingested,
F4,Competitor wise,16,ingested,
F4,Competitor wise,17,ingested,
F4,Competitor wise,18,ingested,
F4,Competitor wise,19,ingested,
F4,Competitor wise,20,ingested,
F4,Competitor wise,21,ingested,
F4,Competitor wise,22,ingested,
F4,Competitor wise,23,ingested,
F4,Competitor wise,24,ingested,
F4,Competitor wise,25,ingested,
F4,Competitor wise,26,ingested,
F4,Competitor wise,27,ingested,
F4,Competitor wise,28,ingested,
F4,Competitor wise,29,ingested,
F4,Competitor wise,30,ingested,
F4,Competitor wise,31,ingested,
F4,Competitor wise,32,ingested,
F4,Competitor wise,33,ingested,
F4,Competitor wise,34,ingested,
F4,Competitor wise,35,ingested,
F4,Competitor wise,36,ingested,
F4,Competitor wise,37,ingested,
F4,Competitor wise,38,ingested,
